District,Area,Type,Good,Electricity,Television,Owned,Rented
Samastipur,Singhia,Rural,18.7,0,3.9,99.4,0
Samastipur,Ghor Nagar,Rural,17.5,1.5,6.2,99.7,0
Samastipur,Bhagirathpur,Rural,2.6,6.5,6.5,100,0
Samastipur,Jitwaria,Rural,15.4,6.3,8.3,99.8,0.2
Samastipur,Lachhrampur,Rural,21.7,18.1,13.4,99.4,0.6
Samastipur,Ramauli,Rural,26.4,11.3,6.1,99.1,0.4
Samastipur,Milki,Rural,31.7,17.1,12.3,97.2,2.4
Samastipur,Singiahi,Rural,68,34.8,11,100,0
Samastipur,Ladaura,Rural,23.1,10.5,5.7,99.9,0
Samastipur,Rampur,Rural,51.5,16.4,11.5,99.3,0.7
Samastipur,Kalyanpur,Rural,39.8,21.9,16.3,95.9,2
Samastipur,Phulahra,Rural,42.7,17,8.5,99.2,0.5
Samastipur,Mirzapur,Rural,40.5,1.4,10.3,99.1,0.3
Samastipur,Dhobgawan,Rural,27.5,10.6,12.3,99.5,0.2
Samastipur,Harpur Jhakra,Rural,10.3,0,0.9,99.1,0.9
Samastipur,Harpur Jhakra,Rural,9.7,10.8,6.5,100,0
Samastipur,Simria Bhindi,Rural,29.5,0.4,3.2,99.4,0.3
Samastipur,Malipur,Rural,26.3,2.9,4.1,100,0
Samastipur,Betwara,Rural,4.1,0,0,100,0
Samastipur,Manorathpur,Rural,36.5,0,0.6,100,0
Samastipur,Bakhri,Rural,50.3,16.8,17.3,97.9,0
Samastipur,Bakhri,Rural,8.2,1.8,2.7,96.4,0
Samastipur,Janardanpur,Rural,44,3.1,8.3,99.7,0
Samastipur,Kurhwa,Rural,33.7,7.7,5.6,97.3,1.5
Samastipur,Kurhwa,Rural,43.8,6.2,8.3,100,0
Samastipur,Nima Chak Haidar,Rural,46.5,14.4,10.2,99.5,0
Samastipur,Rajwa,Rural,11.5,0,19.2,74,10.6
Samastipur,Jathmalpur,Rural,54.1,0,4,98.9,0.3
Samastipur,Jathmalpur,Rural,11.3,0.2,5.6,99.3,0.2
Samastipur,Tira,Rural,37.1,12.5,12.8,95,1.1
Samastipur,Barheta,Rural,26.1,8,6.8,98.8,0
Samastipur,Gorina,Rural,32.3,11.3,5.6,98.4,0
Samastipur,Barheta,Rural,53.6,1.7,15.2,100,0
Samastipur,Bhagwanpur,Rural,65.8,0,0,98.7,1.3
Samastipur,Bhagwanpur,Rural,14.4,0,8.5,100,0
Samastipur,Bhagwanpur,Rural,13.6,6.8,4.5,100,0
Samastipur,Bhagwanpur,Rural,56.2,1.5,14.6,98.5,0
Samastipur,Baluaha,Rural,13.4,0.2,2.5,99.6,0.4
Samastipur,Purkhotimpur,Rural,22.9,2.1,3.2,99.7,0.1
Samastipur,Purkhotimpur,Rural,34.8,0,13,100,0
Samastipur,Pakri,Rural,32.6,1,3.3,99.6,0
Samastipur,Kharsand,Rural,20,0.4,4,98.7,0.2
Samastipur,Ratwara,Rural,18.5,0.8,4.9,99,0.1
Samastipur,Ram Bhadarpur,Rural,28,0.2,4.3,99.5,0.1
Samastipur,Madhuban,Rural,11.7,0.9,1.8,100,0
Samastipur,Manjil Mobarak,Rural,17.5,17.2,3.1,99.6,0
Samastipur,Ajna,Rural,5.2,2.2,3.2,98.1,0
Samastipur,Birsinghpur,Rural,41.6,15.2,9.8,98.6,0.1
Samastipur,Bankipur,Rural,7.1,8.3,2.9,99.4,0
Samastipur,Gopalpur,Rural,23.3,4.2,5.7,99.8,0.1
Samastipur,Balapur,Rural,41.9,20.6,18.4,100,0
Samastipur,Jhahuri,Rural,14.2,9.9,6.6,99.7,0.3
Samastipur,Akbarpur,Rural,17.8,16.6,12.2,96.1,0
Samastipur,Akbarpur,Rural,5.6,0.9,6.5,100,0
Samastipur,Balbhadarpur Khajuri,Rural,26,11.6,13.6,97.7,0.3
Samastipur,Khajuri,Rural,18.3,14.2,6.4,97.9,0
Samastipur,chak jafar,Rural,11.2,24,16.5,99.2,0
Samastipur,Mahbalipur,Rural,12.9,4,2.2,99.4,0
Samastipur,Hasanpur,Rural,7.1,12.1,6.4,100,0
Samastipur,Chak Begam,Rural,34.1,1.2,22,100,0
Samastipur,Chak Nuruddin,Rural,0,22.2,11.1,100,0
Samastipur,Chak Nuruddin,Rural,21.4,50,32.9,100,0
Samastipur,Maniarpur,Rural,28.3,6.5,7.4,98.9,0.2
Samastipur,Chak Rukum,Rural,30.2,58.1,9.3,100,0
Samastipur,Basdeopur,Rural,35.1,7.6,9.2,98.5,1.1
Samastipur,Gopalpur,Rural,6.7,4.5,1.7,100,0
Samastipur,Chatarpur Harpur Chand,Rural,0,27.1,4.3,100,0
Samastipur,Shivnandanpur,Rural,6.3,21.4,5.7,93.7,0
Samastipur,Naranga,Rural,54.2,92.2,43.4,7.5,77.8
Samastipur,Musepur,Rural,11.5,14.6,10.8,98.4,1.3
Samastipur,Gobindpur,Rural,33.3,0,33.3,100,0
Samastipur,Sari Tole Barhkurwa,Rural,12.8,6.4,2.8,100,0
Samastipur,Muktapur,Rural,49.1,35,27.1,97.3,0.8
Samastipur,Garha,Rural,3.6,0,3.6,97.3,0
Samastipur,Partapur,Rural,24.5,26.2,14.9,98.7,0.7
Samastipur,Chand Harpur,Rural,46.8,26.6,11.2,99.3,0
Samastipur,Keshopatti,Rural,10.9,36.9,15.7,99.8,0
Samastipur,Daulatpur,Rural,5.6,0,2.7,100,0
Samastipur,Koilwan,Rural,20.1,0.8,4.8,99.2,0.3
Samastipur,Kapurpatti,Rural,9.9,0,6,99.2,0
Samastipur,Gumla,Rural,11.1,0,1.4,97.7,0
Samastipur,Bhagirathpur (CT),Urban,29.5,20.2,15.5,96,3.9
Samastipur,Bhagirathpur (CT) - Ward No.1,Urban,29.5,20.2,15.5,96,3.9
Samastipur,Sub-Dist - Khanpur,Total,29.7,2.3,4.5,98.8,0.2
Samastipur,Sub-Dist - Khanpur,Rural,29.7,2.3,4.5,98.8,0.2
Samastipur,Raini,Rural,63.1,5.4,4.3,99.1,0
Samastipur,Kadir Chak,Rural,14.8,1.7,3.4,100,0
Samastipur,Ilmas Nagar,Rural,26,3.6,2.2,96.2,0.2
Samastipur,Manwara,Rural,43,5.9,6.3,99.8,0.2
Samastipur,Bhupatpur,Rural,30.9,19.1,20,100,0
Samastipur,Chakoti,Rural,68.3,11.6,4.5,99.6,0
Samastipur,Kanu Bishunpur,Rural,37.4,2.8,7.2,97.2,0.4
Samastipur,Dharampur,Rural,17.2,0,6.2,100,0
Samastipur,Khairi,Rural,57.7,12.2,9,99.2,0.1
Samastipur,Dinmanpur,Rural,29.4,1.5,4.2,99.5,0.5
Samastipur,Chakmahi urf Milki,Rural,8,0,8.7,100,0
Samastipur,Murjari,Rural,78.1,0,0,99.3,0.7
Samastipur,Siripur Gohar,Rural,27.5,1.4,6,99.2,0.2
Samastipur,Soraul,Rural,58.6,4,5.5,98.5,0.6
Samastipur,Kamurpur,Rural,17.5,0.7,2.4,99.8,0
Samastipur,Salempatti,Rural,17.3,6.4,3.7,98.6,0
Samastipur,Jagdispur,Rural,41.9,3.9,4.5,96.8,0.6
Samastipur,Reora,Rural,26,1.7,2.6,99.9,0.1
Samastipur,Chatur Bahuara,Rural,4.9,0,0,100,0
Samastipur,Khatuaha Bahuarpatti,Rural,31.7,1.1,6.2,99.8,0.2
Samastipur,Siropatti,Rural,22.5,3.7,12.6,99.4,0.3
Samastipur,Harpur Shyam,Rural,35,0,2.7,100,0
Samastipur,Jahangirpur,Rural,47.8,5,8.6,98.6,0.2
Samastipur,Chak Bakar,Rural,70.1,4.8,7.2,100,0
Samastipur,Madhu Tola,Rural,32.2,0.2,5.1,98.3,0.3
Samastipur,Soman,Rural,17.8,1.5,2.4,99,0.6
Samastipur,Basantpur,Rural,28.4,0.2,5.5,99.5,0.5
Samastipur,Masina,Rural,23.2,0.6,1.3,99.6,0
Samastipur,Hariabad Chak,Rural,23.2,11.5,9,100,0
Samastipur,Milki,Rural,45.3,0.7,0.7,100,0
Samastipur,Semri Chandar Sen,Rural,36.5,0,0,93.3,2.2
Samastipur,Khanpur,Rural,32,2.5,3.1,97.4,0.4
Samastipur,Ranjitpur,Rural,14.9,0.4,1.6,99.4,0.2
Samastipur,Tegraha,Rural,0,0,0,100,0
Samastipur,Saduka,Rural,22.9,0.1,4.6,99.9,0.1
Samastipur,Sadipur,Rural,30.2,0,3,99.7,0.1
Samastipur,Bikrampatti,Rural,9.6,0,3.1,98.7,0.2
Samastipur,Fatehpur,Rural,37.6,1.6,2.5,96.7,0.8
Samastipur,Hasanpur,Rural,56,0.2,2.7,99.7,0
Samastipur,Bishunpur Abhi,Rural,23,0.1,1.1,96.9,0.3
Samastipur,Tal Ekghara,Rural,0,0,0,100,0
Samastipur,Purkgotimpur Aina,Rural,30.3,2.9,2.8,99.5,0.1
Samastipur,Khajepur Dakhli,Rural,18.2,0,9.1,90.9,6.1
Samastipur,Bhore jairam,Rural,20.9,0.8,4.6,98.3,0.2
Samastipur,Shahpur,Rural,56.8,9.1,19.6,98.4,0.3
Samastipur,Bishunpur Sonsa,Rural,14,7,7.1,98.3,0
Samastipur,Bachhauli,Rural,13.8,2,2.5,94.8,0.1
Samastipur,Nathu Doar,Rural,26.1,0.2,5.1,99.7,0.1
Samastipur,Chak Shah Mahamad,Rural,93.7,4.2,11.6,98.9,0
Samastipur,Buzrug Doar,Rural,21.7,0.5,1.1,99.9,0
Samastipur,Shivai Singhpur,Rural,24.7,0.4,1.5,98.1,0.5
Samastipur,Dagarua,Rural,0,1.6,0,100,0
Samastipur,Balaha Bishunath,Rural,5.3,0,0.5,100,0
Samastipur,Milki Ahmad Inaet Chak,Rural,46,0,0,100,0
Samastipur,Dagarua,Rural,0,0,0,100,0
Samastipur,Sub-Dist - Mohanpur,Total,28.4,2.4,8.7,97,1.2
Samastipur,Sub-Dist - Mohanpur,Rural,28.4,2.4,8.7,97,1.2
Samastipur,Pirganj,Rural,85,0,33.1,100,0
Samastipur,Dasraha Bhograjpur,Rural,36.8,0.5,6.7,99.6,0.3
Samastipur,Shahpur Barat,Rural,29.5,0.9,10.8,100,0
Samastipur,Jalalpur,Rural,24.2,7,8.1,98.4,0.1
Samastipur,Bingawan,Rural,33.5,8.4,20.1,98.1,1.3
Samastipur,Madhopur,Rural,28.3,2.6,5.2,99.3,0.1
Samastipur,Sarari,Rural,23.6,0.6,3.7,95.6,1.6
Samastipur,Mohanpur,Rural,28.8,2.3,7.6,99,0.5
Samastipur,Baghra,Rural,35.3,1.9,13.7,98.1,1.3
Samastipur,Dumari,Rural,17.1,2.7,6.7,94.2,2.9
Samastipur,Shah Alampur,Rural,0,0,0,100,0
Samastipur,Chainpur,Rural,0,4,5.1,68.7,18.2
Samastipur,Rajepur,Rural,46.1,0.3,12.1,93.3,1.2
Samastipur,Bishunpur Beri,Rural,18.2,0.9,6.4,97.5,1.5
Samastipur,Dharnipatti,Rural,29.7,6,11.1,96.7,1.7
Samastipur,Sirsawa,Rural,1.4,1.1,4.4,93.9,1.1
Samastipur,Jahangira,Rural,0,0,0,100,0
Samastipur,Hardarpur,Rural,15.5,1.4,5.8,97,1.1
Samastipur,Hasimpur,Rural,0,0,0,100,0
Samastipur,Sub-Dist - Mohiuddinagar,Total,33.4,2.4,10.9,97.2,0.6
Samastipur,Sub-Dist - Mohiuddinagar,Rural,33.4,2.4,10.9,97.2,0.6
Samastipur,Bochaha,Rural,32.4,2.2,8.6,99.3,0.4
Samastipur,Bhaosinghpur,Rural,18.4,1.3,3.6,90.5,0.3
Samastipur,Chakzohra Gopali,Rural,93.9,0,6.9,100,0
Samastipur,Dubaha,Rural,70.4,2.8,9.7,99.2,0.6
Samastipur,Harpur,Rural,64.4,0,2.3,100,0
Samastipur,Goalgarh,Rural,6.4,3.8,17.9,96.2,0
Samastipur,Sarhad  Bhairo,Rural,18.8,0.3,1.6,100,0
Samastipur,Mastalipur,Rural,72.4,0,4.9,92.3,0.8
Samastipur,Hazratpur,Rural,26.5,4.1,5,96.3,1.3
Samastipur,Kalyanpur Basti,Rural,32.4,0.8,12.1,97.9,0.6
Samastipur,Bhadaia,Rural,37.6,1.7,6.7,98.3,0.5
Samastipur,Madusudanpur,Rural,10.1,0.8,10.3,94.4,0.5
Samastipur,Jahangirpur Andaur,Rural,38.6,0.9,18.5,99,0
Samastipur,Ramgawan Mahathu,Rural,36.1,0.4,9.9,99.6,0
Samastipur,Ramgawan Biku,Rural,1.4,0.5,4.1,99.5,0
Samastipur,Raja Jan,Rural,19.8,1.8,7.5,98.6,0.9
Samastipur,Barhampura,Rural,11.3,0.3,1.4,99.7,0
Samastipur,Kasimchak Arazi,Rural,18.3,0,1.6,100,0
Samastipur,SivaiSinghpur,Rural,20.8,2.1,5.6,98.1,0.2
Samastipur,Nandni Parsuram,Rural,29.6,2.3,13.5,96.5,0.1
Samastipur,Hasni,Rural,58.8,0,20.9,92.9,0
Samastipur,Bahadur Chak,Rural,27.9,0,11.6,100,0
Samastipur,Mogal Chak,Rural,8.8,4,3.6,90.3,0.2
Samastipur,Manjha,Rural,50.4,0.4,2.6,100,0
Samastipur,Hemanpur,Rural,7.4,1.9,6.1,97.5,0
Samastipur,Nawada,Rural,41.7,3.3,18.6,98.1,0.6
Samastipur,Takia Urf Az Rakbe Jahangirpur,Rural,16.4,0,7.3,100,0
Samastipur,Andaur Tola Hanuman Nagar,Rural,27.8,7,8.6,98.9,0.7
Samastipur,Rahepur,Rural,7.5,0.4,4.7,98.8,0
Samastipur,Madudabad,Rural,33.8,8.8,18,93.8,2.3
Samastipur,Chak Sahid,Rural,55.6,77.8,88.9,77.8,22.2
Samastipur,Naraenpur,Rural,10.2,0.4,0.4,97.5,0
Samastipur,Tetarpur,Rural,43.3,0.5,1.7,99,0
Samastipur,Chak Madu,Rural,69.2,0,0,100,0
Samastipur,Mahamdipur,Rural,35.1,0.7,5.6,99.2,0.2
Samastipur,Raspur Patasia,Rural,38.5,0.9,17.7,95.6,0.1
Samastipur,Chapar,Rural,32,0.4,17.5,95.2,0.3
Samastipur,Harail,Rural,21,4.3,18.3,95.1,1.3
Samastipur,Bakarpur,Rural,11.4,3.6,12.8,95.8,2
Samastipur,Alampur,Rural,8.6,0,0,98.4,0
Samastipur,Kursaha,Rural,51,3.8,7.3,99.5,0.3
Samastipur,Mohinuddin Nagar ,Rural,51.9,8.8,20,96.9,2.3
Samastipur,Karim Nagar,Rural,17.5,0.6,9.4,95.3,0.7
Samastipur,Mahmadpur,Rural,20.1,0.4,8.3,97.2,1.3
Samastipur,Sub-Dist - Morwa,Total,31.6,6.2,8.7,99,0.3
Samastipur,Sub-Dist - Morwa,Rural,31.6,6.2,8.7,99,0.3
Samastipur,Benua,Rural,5.3,22.2,7.6,99.4,0.6
Samastipur,Amritpur,Rural,17.6,10.6,12.4,81.8,0
Samastipur,Subhan Chak,Rural,0,0,0,100,0
Samastipur,Songar,Rural,24.5,10.7,4.6,96.6,3.1
Samastipur,Kamtaul,Rural,93,23.7,17,99.3,0.5
Samastipur,Rajwara,Rural,37.3,24,11.9,99.4,0.6
Samastipur,Chak pahar,Rural,25.7,14.2,11.9,99,0.2
Samastipur,Mirzapur,Rural,20.9,2.5,1.8,99.1,0.2
Samastipur,Nisfi,Rural,2.8,5.6,1.1,99.4,0.6
Samastipur,Nikaspur,Rural,22.8,31,7.9,98.9,0.6
Samastipur,Chak Dhean,Rural,38.3,57.4,25.5,91.5,2.1
Samastipur,Chako Bhindi,Rural,58.9,31.1,12.2,100,0
Samastipur,Morwa,Rural,29.3,20.5,13.3,98.8,0.3
Samastipur,Rampur,Rural,19.9,9.1,14.2,100,0
Samastipur,Gorhiari,Rural,13.8,15.4,10.4,97.4,0.3
Samastipur,Chandauli,Rural,8.5,28.2,16.5,99.5,0.5
Samastipur,Umaidpur,Rural,32.6,0,1.6,100,0
Samastipur,Waina,Rural,0,0,0,100,0
Samastipur,HarpurBhindi,Rural,38.4,0.2,3.2,98.7,0.3
Samastipur,Chak Sikandar,Rural,21.5,1.2,5.4,99,0.1
Samastipur,Maura   Khurd,Rural,4,0,0,100,0
Samastipur,Gunai Basti,Rural,12.8,0.1,3.2,99.8,0.1
Samastipur,Larua,Rural,26.1,7.7,8.2,99.7,0.2
Samastipur,Dadanpur,Rural,12.8,0.5,5,99.5,0.3
Samastipur,Sarangpur,Rural,30.4,3.6,8.5,99.6,0.1
Samastipur,Jitwarpur Bhuskhara,Rural,20.1,1.6,5.3,99.3,0.1
Samastipur,Indar Wara,Rural,29.9,0.1,12.3,99.6,0.3
Samastipur,Indar Wara,Rural,42.4,0.8,5.3,99.2,0
Samastipur,Pachbhinda,Rural,32.8,2.3,31.1,100,0
Samastipur,Mahmudpur,Rural,35.2,3,6,99.1,0.9
Samastipur,Banbira,Rural,44.8,1.1,20.2,99.2,0.2
Samastipur,Kumaia,Rural,25.8,2.5,8.6,99.3,0.2
Samastipur,Halai,Rural,29.9,1.8,3.3,99.2,0.3
Samastipur,Bangora,Rural,32.7,1.2,4.2,100,0
Samastipur,Purkhotimpur Asli,Rural,62.5,0,25,100,0
Samastipur,Purkhotimpur Dakhli,Rural,18.2,0.8,4.1,96.7,0
Samastipur,Chaklal Sahi,Rural,44,1.3,6.6,99.4,0.5
Samastipur,Bazidpur  Karnai,Rural,23.3,11.5,5.4,99.5,0.2
Samastipur,Paharpur,Rural,32.3,5.3,6.4,100,0
Samastipur,Lodipur Naraen,Rural,52,0,8,99,1
Samastipur,Chakbheli,Rural,33.1,0,11.7,100,0
Samastipur,Kaua,Rural,24,0,1.7,99.5,0.5
Samastipur,Chak Jalal,Rural,28.4,0.3,1.4,100,0
Samastipur,Banwaripur urf Mahamadpur,Rural,12.7,0,4.5,100,0
Samastipur,Hasanpur Kandh Pakar,Rural,14.3,0,0,100,0
Samastipur,Raghunathpur,Rural,68.7,0.1,0.6,99.9,0.1
Samastipur,Murgia Chak,Rural,83.8,0,7.1,100,0
Samastipur,Reriati urf Kutubpur,Rural,53,0.2,9.1,98.8,0
Samastipur,Dharampur Dakhli,Rural,33.7,0.2,10.2,99.2,0.2
Samastipur,Dharampur Asli,Rural,6.2,0,9.7,100,0
Samastipur,Kesho Naraenpur,Rural,40.9,2.3,11.1,99.7,0
Samastipur,Tikuna,Rural,1.7,0,0,100,0
Samastipur,Bond dih Dakhli,Rural,95.8,0,13.6,100,0
Samastipur,Bond Dih Asli,Rural,30.4,0,6.4,100,0
Samastipur,Husainipur,Rural,60.4,1.5,6.8,98.8,0.6
Samastipur,Khanua,Rural,20.1,0,6.3,98.9,0
Samastipur,Saidpur Urf Purkhotimpur,Rural,10.1,0,1.4,92.1,0
Samastipur,Bishunpur,Rural,7.8,0,1.8,100,0
Samastipur,Dharampur Bande,Rural,40.6,0.2,6.2,99.2,0.7
Samastipur,Maricha,Rural,25.3,0.2,13.9,98.8,0.5
Samastipur,Sub-Dist - Patori,Total,36,4.1,9.7,98.7,0.6
Samastipur,Sub-Dist - Patori,Rural,36,4.1,9.7,98.7,0.6
Samastipur,Rupauli Chausiwa,Rural,38.8,0,7.1,98.6,0.2
Samastipur,Ismailpur,Rural,27.4,0,1.6,100,0
Samastipur,Bahadurpur Patori,Rural,30.9,4.2,9.6,99.1,0.6
Samastipur,Bhoua,Rural,30.4,1.7,12.2,99.7,0.3
Samastipur,Chak Raman,Rural,37.1,0,14.8,96.2,3.8
Samastipur,Bishunpur Paharpur,Rural,20.7,1.6,8,97.6,1.9
Samastipur,Shahpur Undi,Rural,43.3,5.9,17.3,98.1,1.4
Samastipur,Lodipur,Rural,10.8,0,4.8,99.3,0.7
Samastipur,Sultanpur Chhaurahi,Rural,43.6,0,2.6,100,0
Samastipur,Makundpur,Rural,89.4,1.3,11.9,100,0
Samastipur,Iman Saraia,Rural,30.1,3.6,6.4,99,0.2
Samastipur,Hutharua,Rural,17.5,0,0,100,0
Samastipur,Gurgawan Purandar,Rural,18.6,4.2,15.8,99.4,0
Samastipur,PokharJori,Rural,82.8,0.3,3.8,99.3,0
Samastipur,Adalpur,Rural,9.2,0,1.9,100,0
Samastipur,Sangrampur,Rural,23.7,2.3,8.7,98.2,0
Samastipur,Pearepur,Rural,46.3,0,5.2,100,0
Samastipur,Ramgawan Kamal,Rural,13.6,0,6.2,98.1,1.2
Samastipur,Ramgawan Kamal,Rural,22.7,0,4.5,100,0
Samastipur,Hazrat Shiura,Rural,31.9,5.5,11.9,99.7,0.1
Samastipur,Chak Raj Ali,Rural,20,5.4,5.4,94.6,1.2
Samastipur,Lagunia,Rural,3.1,0,3.1,100,0
Samastipur,Saidpur,Rural,17.7,0,4.9,99.4,0.6
Samastipur,Chak Saho,Rural,37.9,6.9,13.9,99.6,0.3
Samastipur,Dumduma,Rural,15.3,6.1,13.3,100,0
Samastipur,Fatehpur,Rural,8.2,0,5.4,99.3,0
Samastipur,Chandpura,Rural,5.1,1.6,2.5,78.2,0.3
Samastipur,Sarhad Madho,Rural,10.9,1.3,4.2,99.7,0
Samastipur,Araia,Rural,42,4.3,4.3,99.5,0.5
Samastipur,Dhamaun,Rural,44.4,1,10.7,99.7,0.1
Samastipur,Rupauli Chausima,Rural,93.6,8.2,8.6,100,0
Samastipur,Hasanpur,Rural,49.6,10.1,16,97.3,2.2
Samastipur,Inaetpur,Rural,28.3,0.5,9.5,99.8,0.1
Samastipur,Mirzapur,Rural,86.4,1.2,9.6,97.6,0
Samastipur,Chandpur,Rural,38.9,0.8,4.2,99,1
Samastipur,Hetanpur,Rural,37.2,0.3,6.2,98.2,0
Samastipur,Yamdipur,Rural,18.8,0,2.4,98,0.3
Samastipur,Harpur Saidabad,Rural,0,0,0,89.2,10.8
Samastipur,Tajpur Handi,Rural,48.2,0,8,99.3,0.7
Samastipur,Bhagwatipur,Rural,23.9,0,2.7,99.6,0.4
Samastipur,Ashrafpur Supaul,Rural,47.6,5.6,11.2,99,0
Samastipur,Tara Dhamaun,Rural,38,0.3,3.8,99.7,0.3
Samastipur,Kheraj Supaul,Rural,43.9,0,6.5,94.3,2.4
Samastipur,Sirdilpur,Rural,18.1,0.1,6.9,99.5,0.2
Samastipur,Chak Salem,Rural,40.6,24.8,26.6,98.1,1.7
Samastipur,Hawaspur,Rural,29.1,18.5,14.7,99.3,0.4
Samastipur,Malpur,Rural,39.5,3.2,8.2,98.5,0
Samastipur,Jorpura,Rural,34.7,15.5,11.2,97.6,1.1
Samastipur,Darwa,Rural,35.8,0.1,4.8,99.8,0.2
Samastipur,Sub-Dist - Pusa,Total,34,35.4,20.3,95.5,3.1
Samastipur,Sub-Dist - Pusa,Rural,34,35.4,20.3,95.5,3.1
Samastipur,Harpur Mohamda,Rural,45,51.6,24.8,97,1.9
Samastipur,Madapur Chhapra,Rural,52.9,56.1,27.9,97.3,1.5
Samastipur,Mahamadpur Deopar,Rural,51.5,83.2,49.3,89.6,9.5
Samastipur,Pusa Mahamadpur Deopar,Rural,52,97.3,85.2,0.6,83.3
Samastipur,Pusa Deopur,Rural,37,37,22.3,99.5,0.3
Samastipur,Harpur Pusa,Rural,34.5,38.5,21.7,99.5,0.1
Samastipur,Dhobgawan,Rural,23.6,47.7,21.6,97.1,2.5
Samastipur,Sekhopur,Rural,18.8,17.3,0.8,97.7,2.3
Samastipur,Malikorh,Rural,28.5,49.3,27.8,99.1,0
Samastipur,Jagdishpur,Rural,38.2,53.3,26.4,98.2,0.8
Samastipur,Nawa Chak,Rural,31.7,63,15.7,91.7,5.6
Samastipur,Dighra,Rural,30.4,44.7,26.3,99.5,0
Samastipur,Bishunpur Birauli,Rural,23.2,61.3,40.1,99.3,0
Samastipur,Mahamadpur Birauli,Rural,49,37.1,24.2,97.4,0.2
Samastipur,Birauli Khurd,Rural,21.4,12.5,14.6,97.4,1
Samastipur,Gaura Kalyanpur,Rural,15.4,10.3,21.4,95.7,0
Samastipur,Patepur Gopinath,Rural,19.4,18.6,12.9,98.6,0.9
Samastipur,Bhairo patti,Rural,22.2,0,34.9,100,0
Samastipur,Dharmagalpur Bathua,Rural,20.7,18.2,16.8,99.4,0.1
Samastipur,Bishunpur Bathua,Rural,28.4,26.3,10.1,98.9,0.5
Samastipur,Sri Rampur Ajodhya,Rural,62.6,43.4,13.2,99.2,0.5
Samastipur,BhagwanpurWaini urf Gangapur,Rural,33.3,21.3,12,98.7,0.8
Samastipur,Gopalpur,Rural,44.8,60,23.1,99.8,0
Samastipur,Thahra,Rural,25.8,31.6,18,98.5,0.5
Samastipur,Morsand,Rural,27.6,26.4,16,95.9,1.5
Samastipur,Chandauli,Rural,35.8,14.3,11.9,99.4,0.1
Samastipur,Kajia Bishunpur,Rural,37.3,24.5,17.9,100,0
Samastipur,Chakla Waini,Rural,26.1,30.8,15.6,94.1,2.4
Samastipur,Naraenpur Khairi,Rural,50,51.5,31.1,100,0
Samastipur,Madhopur Khairi,Rural,93.4,39.8,43.6,97.8,2.2
Samastipur,Naraenpur,Rural,9.1,0,3.6,100,0
Samastipur,"Chak Abdullah, urf Milki",Rural,94.4,41.4,22.2,97.5,0
Samastipur,Kubauli   Ram,Rural,40.6,31,22.8,99.5,0
Samastipur,Khaira,Rural,22.6,16.4,10.2,100,0
Samastipur,Bishunpur Dimangra,Rural,0,12.5,14.7,100,0
Samastipur,Repura,Rural,12.6,11.5,19.3,98.1,0.4
Samastipur,Mahamadpur Kuori,Rural,20.9,29.3,7.3,98.8,0.6
Samastipur,Sub-Dist - Rosera,Total,34.9,9.3,9.4,97.7,1.4
Samastipur,Sub-Dist - Rosera,Rural,32.9,4,6,98.8,0.5
Samastipur,Sub-Dist - Rosera,Urban,46.3,41.1,30.2,91.1,7.2
Samastipur,Thahar Basarhia,Rural,27.3,0.2,2.2,99.5,0
Samastipur,Motipur,Rural,29.8,1,2.6,98.1,0.9
Samastipur,Pitha Dobhi,Rural,18,0.9,0,99.7,0.3
Samastipur,Lalpur,Rural,29,3.2,0,97.3,0
Samastipur,Jahangirpur,Rural,26.7,1.3,6.2,98,0.2
Samastipur,Rasulpur Milki,Rural,32.7,2.2,6.2,98.7,0.4
Samastipur,Rasulpur Jalal Chak,Rural,55.4,0,0,100,0
Samastipur,Bharampur Jairam,Rural,25.7,0,0,99.7,0
Samastipur,Dharampur Jairam,Rural,9.2,0,0.9,99.1,0
Samastipur,Bhajanpatti,Rural,4.5,0,4.5,99.1,0.9
Samastipur,Bhajanpatti,Rural,8,1,5,100,0
Samastipur,Mahamadpur Alauddin urf Rohua,Rural,22.2,0.1,4.8,99.6,0.1
Samastipur,Mahamadpur Alauddin urf Rohua,Rural,0,0,0,100,0
Samastipur,Sonupur,Rural,45.4,5.2,4.8,99.7,0.1
Samastipur,Bhatatar,Rural,28.6,2.3,2.3,98.1,0.3
Samastipur,Ramnagar,Rural,25,0,0,100,0
Samastipur,Mahamadpur,Rural,17.6,0.3,0.9,100,0
Samastipur,Pachgawan,Rural,40.9,3.1,7.2,99.8,0
Samastipur,Jarahi,Rural,24.1,3.6,4.7,99.8,0
Samastipur,Harpur,Rural,28.4,2,6.4,99.4,0.3
Samastipur,Jakhar,Rural,34.4,3.5,2.5,100,0
Samastipur,Bhiraha,Rural,45.6,6.5,8.9,99.4,0.1
Samastipur,Pabra,Rural,23.3,0.3,7.6,99.6,0
Samastipur,Rasulpur Dharaha,Rural,37.2,0.4,7.3,99.1,0.5
Samastipur,Mohiuddi Nagar,Rural,37.7,4.4,3.7,98.8,0.6
Samastipur,Damodarpur,Rural,8.6,1.7,33.6,95.7,2.6
Samastipur,Sahiar,Rural,37.2,23.7,23.5,91.3,7.9
Samastipur,Sahiar Dih,Rural,45.8,11.8,13.1,96.8,0.8
Samastipur,Chakki Dhab,Rural,38.1,0,3.6,98.6,0
Samastipur,Chak That,Rural,24.3,5.5,6.3,98.5,0.1
