District,Area,Type,Good,Electricity,Television,Owned,Rented
Bhojpur,Bhakura,Rural,39.2,0.9,4.8,99.1,0.2
Bhojpur,Dhamna,Rural,8.9,0,4.1,100,0
Bhojpur,Sarphora,Rural,1.6,0.5,24.5,100,0
Bhojpur,Kharwana,Rural,39.4,2.5,14.4,100,0
Bhojpur,Kudariya,Rural,7.4,1.2,22.2,100,0
Bhojpur,Shankar Dih,Rural,4.6,0.8,3.8,99.6,0
Bhojpur,Sara,Rural,16,0.9,17.8,92.9,4.1
Bhojpur,Kisai Dih,Rural,0,0,0,100,0
Bhojpur,Durupur,Rural,33.3,0,5.6,100,0
Bhojpur,Karath,Rural,13.7,2.3,19,98.4,0.5
Bhojpur,Mahesh Dih,Rural,73.6,0,11.5,98.9,0
Bhojpur,Mahadeopur,Rural,51.1,0.5,2.7,100,0
Bhojpur,Akraunj,Rural,13.7,5.6,19.9,97.5,0
Bhojpur,Tarari,Rural,29.7,0.9,13.2,98.8,1
Bhojpur,Bhopatpur,Rural,48.1,1.9,15.4,100,0
Bhojpur,Paranpura,Rural,15.3,0,9.2,99.4,0.6
Bhojpur,Saidanpur,Rural,33.5,0,1.4,100,0
Bhojpur,Tanrwa,Rural,0,0,0,100,0
Bhojpur,Bandhwa,Rural,4.5,1.1,7,99.8,0.2
Bhojpur,Barka Gaon,Rural,39.8,0.4,13,99.3,0.4
Bhojpur,Surmana,Rural,17.2,0,6.9,100,0
Bhojpur,Bhadsera,Rural,50,1.2,9.1,97.2,0
Bhojpur,Dihri,Rural,27.8,1.1,5.7,100,0
Bhojpur,Gangti,Rural,18.6,1,8.2,100,0
Bhojpur,Dumaria,Rural,40.2,1,14.5,99.8,0.2
Bhojpur,Itahri,Rural,52.4,0,10.9,96.6,3.4
Bhojpur,Ranni,Rural,36.8,1,9,100,0
Bhojpur,Patkhauli,Rural,22.5,0.9,5.6,100,0
Bhojpur,Basauri,Rural,38.7,1.4,7.4,99.8,0.2
Bhojpur,Sikraur,Rural,49.9,3.4,20,98.4,0.9
Bhojpur,Fatehpur,Rural,15.3,5.9,11.9,99.4,0
Bhojpur,Labna,Rural,51.8,0,13.4,100,0
Bhojpur,Nirbhai Dehra,Rural,87.4,0.6,11.3,99.4,0
Bhojpur,Gazo Dih,Rural,61.7,0,2.1,100,0
Bhojpur,Santokha Chak,Rural,71.4,0,0,100,0
Bhojpur,Chanda,Rural,41.1,1.1,8.2,97.9,0.8
Bhojpur,Sikarhata Milik,Rural,96.2,0,2.9,100,0
Bhojpur,Sikarhata,Rural,43.8,0.6,6.7,99.4,0.5
Bhojpur,Sikarhata Khurd,Rural,33.2,0.2,10.3,99.6,0
Bhojpur,Noni Dih,Rural,6.9,0.5,2.6,98.4,0
Bhojpur,Basra,Rural,1.5,2.2,17.5,100,0
Bhojpur,Bagar,Rural,45.2,1.1,8.6,96.6,0.8
Bhojpur,Khairulla Chak,Rural,3.9,0,0,97.4,2.6
Bhojpur,Harpur,Rural,76.3,0,2.1,100,0
Bhojpur,Kurmorhi,Rural,18.7,3.1,14.5,97,2
Bhojpur,Chakia,Rural,31.7,0.3,8.5,99.4,0.3
Bhojpur,Balua,Rural,63.5,4.2,13.5,100,0
Bhojpur,Pipra,Rural,15.4,0,25,100,0
Bhojpur,Nawa Dih,Rural,32.9,0.6,12.3,100,0
Bhojpur,Harla,Rural,57.5,1.2,8.8,100,0
Bhojpur,Rajmal Dih,Rural,5.4,0.8,10,98.5,0.8
Bhojpur,Naua,Rural,22.9,0,7.9,99.2,0
Bhojpur,Dari Dih,Rural,24.9,5.8,10.9,83.3,13.7
Bhojpur,Panwari,Rural,35,0.5,8.7,98.3,0.1
Bhojpur,Imadpur,Rural,55.3,11.6,23.6,95.5,0.5
Bhojpur,Bahadurpur,Rural,45.1,0.7,14.1,95.8,0
Bhojpur,Lachchhi Dih,Rural,62.8,0,2.3,100,0
Bhojpur,Bishamharpur,Rural,6.3,0,12.7,99.3,0.7
Bhojpur,Kanu Dih,Rural,44,0,0,100,0
Bhojpur,Moap Buzurg,Rural,30.7,1.2,19.8,99,0.7
Bhojpur,Khutaha,Rural,16.1,4,17.7,99.2,0.5
Bhojpur,Sauna,Rural,62.1,0,26.4,100,0
Bhojpur,Sahiara,Rural,40.8,3.9,4.5,98.2,1.5
Bhojpur,Berain,Rural,31.4,0.7,40.1,99.3,0
Bhojpur,Narayanpur,Rural,11.9,0,5.9,100,0
Bhojpur,Deo,Rural,23,0.8,10.1,98.3,0.6
Bhojpur,Kab Dehra,Rural,11.5,3.1,19.1,99.3,0.5
Bhojpur,Dhangawan,Rural,32.4,6.4,12.7,99.6,0.2
Bhojpur,Warsi,Rural,15.2,0.7,5.1,100,0
Bhojpur,Moap Khurd,Rural,49,1.5,11.5,98.9,0
Bhojpur,Bishunpura,Rural,32.8,1.1,12.5,99.6,0.2
Bhojpur,Rajpur,Rural,10.9,0.6,2.2,97.6,1.5
Bhojpur,Bihta,Rural,38.8,2.9,8,98.9,0.3
Bhojpur,Sub-Dist - Udwant Nagar,Total,32.2,11.8,19.9,97.9,0.5
Bhojpur,Sub-Dist - Udwant Nagar,Rural,32.2,11.8,19.9,97.9,0.5
Bhojpur,Diliya,Rural,2.5,0.8,29.2,100,0
Bhojpur,Milki,Rural,7.7,0.6,9.4,100,0
Bhojpur,Gorhna,Rural,12.6,32.2,28.5,99.2,0
Bhojpur,Bakri,Rural,54.8,5.9,16.9,99.9,0.1
Bhojpur,Sarthua,Rural,31.6,0.5,11.1,84.6,0.1
Bhojpur,Khalisa,Rural,54.1,0,12.5,99.7,0
Bhojpur,Piania,Rural,38.4,0.5,6.5,99.4,0.1
Bhojpur,Khajuata,Rural,35.9,1,1.9,64.1,34
Bhojpur,Dariapur,Rural,38.6,58,74.6,99.2,0.4
Bhojpur,Chakia,Rural,64,4.5,41.4,99.1,0
Bhojpur,Bhelain,Rural,48.5,78.1,49.8,99.4,0.6
Bhojpur,Kalyanpur,Rural,26.9,5.4,52.7,100,0
Bhojpur,Chorain,Rural,51.3,71,50.3,99.5,0
Bhojpur,Chaursani,Rural,74.6,0,3.4,100,0
Bhojpur,Akhtiarpur,Rural,22.8,20,18.6,98.2,0.2
Bhojpur,Pakariabar,Rural,38.5,14.8,27.5,99.7,0
Bhojpur,Saraiya,Rural,37.3,0,10.8,98,0
Bhojpur,Bargahi,Rural,27.5,3.5,0.6,98.2,1.2
Bhojpur,Sasram,Rural,40,1.1,16.9,99.5,0
Bhojpur,Dubedah,Rural,92.6,0,5.6,100,0
Bhojpur,Nawada,Rural,22.4,1.1,18.4,99.3,0.2
Bhojpur,Pirozpur,Rural,50,6.5,38.7,100,0
Bhojpur,Mahuli Khurd,Rural,46.2,30.8,38.5,100,0
Bhojpur,Mahuli Buzurg,Rural,53.2,16,35.7,99.7,0.3
Bhojpur,Nawa Nagar,Rural,35.3,20.6,32.2,98.4,0.4
Bhojpur,Kari Sath,Rural,35.9,10.1,19.6,98.9,0.9
Bhojpur,Rampur,Rural,36.8,0,10.5,97.4,0
Bhojpur,Milki,Rural,19.1,21.6,23.7,99.3,0.4
Bhojpur,Baon Pali,Rural,11,3.9,16.1,99.6,0.1
Bhojpur,Bishunpur,Rural,50.6,33.2,22.7,99.2,0.4
Bhojpur,Bibiganj,Rural,82.3,4,19.4,94.4,5.6
Bhojpur,Harnath Kundi,Rural,24.3,3,15.4,98.2,0
Bhojpur,Masar,Rural,37.3,2.5,17.4,99.4,0.4
Bhojpur,Mahatwania,Rural,7.2,0.7,5.9,100,0
Bhojpur,Dehri,Rural,24.7,32.1,32.1,100,0
Bhojpur,Salthar,Rural,0,1.6,12.9,100,0
Bhojpur,Asni,Rural,38.8,23.3,20.5,98.8,1.2
Bhojpur,Jaitpur,Rural,29.9,22.8,19,99.2,0.5
Bhojpur,Garha,Rural,11.4,0.4,4.2,98.3,0.8
Bhojpur,Patar,Rural,22.2,0,0,100,0
Bhojpur,Malthar,Rural,0,32,45.8,98,0.7
Bhojpur,Behra Sabalpur,Rural,38.3,2.8,63.6,100,0
Bhojpur,Tetaria,Rural,0,56.2,23.1,99.2,0
Bhojpur,Ekauna,Rural,56.6,73.2,43.6,95.6,4.4
Bhojpur,Deoria,Rural,5.4,3.3,27.9,100,0
Bhojpur,Bajruha,Rural,4.4,0,13.5,98.7,0
Bhojpur,Savgar,Rural,17.1,0,20.4,99.3,0
Bhojpur,Kharauni,Rural,31.6,0,9.2,98.3,0.6
Bhojpur,Nima,Rural,2.3,1.1,0.6,98.3,0
Bhojpur,Sakhua,Rural,12.7,0.9,16.8,97.3,0
Bhojpur,Kusamhi,Rural,22.6,0,17.7,100,0
Bhojpur,Kusamha,Rural,54.1,1.5,12.6,99.6,0.4
Bhojpur,Surni,Rural,13.8,1.4,7.9,98.1,0
Bhojpur,Udwantnagar,Rural,34.9,14.2,24.5,98.3,0.4
Bhojpur,Bhupauli,Rural,90.5,0,2.1,100,0
Bhojpur,Konhara,Rural,28.2,0,15.5,100,0
Bhojpur,Raghopur,Rural,68.7,0,6.1,100,0
Bhojpur,Sonpura,Rural,60.8,2.6,18,100,0
Bhojpur,Indarpura,Rural,17.8,0,0,100,0
Bhojpur,Birampur,Rural,30.2,0.8,10.9,99.6,0
Bhojpur,Khiritanr,Rural,0,0,0,100,0
Bhojpur,khiritanr Milki,Rural,0,0,0,100,0
Bhojpur,Kasap,Rural,39.6,11.2,23.3,98.6,0.6
Bhojpur,Sirampur,Rural,67.7,60,18.5,100,0
Bhojpur,Morath,Rural,15.3,0,26.9,99.6,0.4
Bhojpur,Eraura,Rural,24.6,0.5,14.4,99.2,0
Bhojpur,Basauri,Rural,37,0,1.4,99.3,0
Bhojpur,Demhan,Rural,32.6,7.8,9.3,100,0
Bhojpur,Belaur,Rural,19,1.6,10.2,95.2,0.4
Buxar,Sub-Dist - Barhampur,Total,37,8.5,15.2,98.6,0.7
Buxar,Sub-Dist - Barhampur,Rural,37,8.5,15.2,98.6,0.7
Buxar,Kisagar,Rural,49.1,1.8,26.3,100,0
Buxar,Garhatha Khurd,Rural,15.5,5.8,22.6,100,0
Buxar,Ramgarh,Rural,28.7,24.5,26.6,100,0
Buxar,Nimej,Rural,44,28.7,24.1,98.5,0.8
Buxar,Garhatha Kalan,Rural,3.7,25.8,24,99.3,0.4
Buxar,Bojhwalia,Rural,0.9,15.2,5.4,100,0
Buxar,Jogia,Rural,56.4,41.2,25.4,98.8,0.8
Buxar,Gayghat,Rural,40.2,5.1,15.3,98.4,0.2
Buxar,Nandpur,Rural,11.8,5.9,15.3,98.8,0
Buxar,Balua,Rural,28.9,7.4,16.1,99.8,0.2
Buxar,Chaube Chak,Rural,24,11.2,29.6,98.4,0
Buxar,Bairia,Rural,47.3,2.7,15.9,100,0
Buxar,Panrepur,Rural,37.5,12.9,11.8,99.3,0
Buxar,Udhaura,Rural,60.6,25.3,26.4,100,0
Buxar,Parnahi,Rural,71.9,42.1,33.3,100,0
Buxar,Dallupur,Rural,66.7,7.4,0,100,0
Buxar,Chakani,Rural,74.8,0,13,100,0
Buxar,Ekdar,Rural,94.1,0,5.9,100,0
Buxar,Nainijor,Rural,28.5,0.9,5.6,98.7,0.4
Buxar,Mahuar,Rural,40.7,1.4,15.1,98.8,0
Buxar,Chandarpura,Rural,44.9,0.9,19.8,98.6,0
Buxar,Harnathpur,Rural,22.7,1.2,7.3,98.5,0.9
Buxar,Hathilpur,Rural,40.3,0.8,7.5,98.4,0
Buxar,Kapurpur,Rural,6.2,0,1.8,100,0
Buxar,Jaipur,Rural,13.9,5.6,0,100,0
Buxar,Umedpur,Rural,33.2,0.3,9.1,97.7,1.5
Buxar,Kathia,Rural,73.3,0.3,21.1,100,0
Buxar,Dubauli,Rural,58.7,2,8.5,100,0
Buxar,Kuawan,Rural,43.7,0,33.1,99.3,0.7
Buxar,Maharajganj,Rural,95.8,73.6,8.3,98.6,0
Buxar,Gahauna,Rural,45.6,2.5,23.8,99.4,0.4
Buxar,Dhan Chhapra,Rural,67.9,50.5,32.1,100,0
Buxar,Purwa,Rural,58.8,1.9,39.3,100,0
Buxar,Dhebani,Rural,76.3,81.6,21.1,100,0
Buxar,Barhampur,Rural,41.7,19.5,31.8,96.6,2.2
Buxar,Kant,Rural,28.9,4,8,99.1,0.3
Buxar,Baswar,Rural,14.8,4.8,32.8,100,0
Buxar,Pakrahi,Rural,37.5,0,6.2,90.6,0
Buxar,Rajpur,Rural,23.1,0.5,1.4,100,0
Buxar,Raghunathpur,Rural,29.2,24.2,17.9,96.8,1.7
Buxar,Dhorhanpura,Rural,25.4,2.6,15.8,100,0
Buxar,Bharkhar,Rural,52.2,20.7,35.5,100,0
Buxar,Adharpa,Rural,8.7,0,19.1,100,0
Buxar,Rahthua,Rural,50,0,9.3,96.5,2.9
Buxar,Kaithi,Rural,29.3,3.8,11.2,96.8,2.5
Buxar,Dharauli,Rural,58.8,2.2,12.9,98.6,0
Buxar,Khochariyawan,Rural,4.1,0.8,2.6,98.5,0.4
Buxar,Pahari Chak,Rural,3.3,1.7,1.7,100,0
Buxar,Bhadsari,Rural,11.6,0.7,7.4,98.9,1.1
Buxar,Ghanshampur,Rural,25.8,4.8,12.9,100,0
Buxar,Sukalpura,Rural,41.5,0,7.3,100,0
Buxar,Palatpura,Rural,51.9,0,29.6,100,0
Buxar,Ekrasi,Rural,44.4,6.1,11.8,99,0.5
Buxar,Pokharhan,Rural,32.2,2.6,6.4,99.6,0
Buxar,Piprarh,Rural,43.4,0.8,1.6,94.6,4.7
Buxar,Akorhi,Rural,54.2,0.8,6.9,100,0
Buxar,Baruhan,Rural,32.8,0.2,3.5,100,0
Buxar,Kurthiya,Rural,57.4,1,11,99.5,0
Buxar,Bagen,Rural,50.2,6.8,17.6,99,0.5
Buxar,Bhada,Rural,42.3,0.2,9.7,99.4,0.4
Buxar,Bararhi,Rural,40.3,0.3,1.7,99.5,0.4
Buxar,Bhadwar,Rural,33.5,0.5,13.4,98.3,0.6
Buxar,Ramdiha,Rural,35.2,0,2.4,100,0
Buxar,Kodai,Rural,13.8,0.5,2.8,98.2,1.8
Buxar,Manki,Rural,6.5,0.3,5.8,99.7,0
Buxar,District - Buxar,Total,34.6,17.8,18.4,97.2,1.8
Buxar,District - Buxar,Rural,32.7,12.1,14.8,98.3,0.8
Buxar,District - Buxar,Urban,51.6,70.4,51.7,87.1,10.7
Buxar,Sub-Dist - Buxar,Total,41.8,39.7,34.6,93,5.3
Buxar,Sub-Dist - Buxar,Rural,33.9,15.4,19.2,97.7,1.2
Buxar,Sub-Dist - Buxar,Urban,54.5,79,59.4,85.4,11.9
Buxar,Karhansi,Rural,31.5,0,1.1,98.2,0.5
Buxar,Mathia,Rural,1.8,11.9,26.6,99.1,0.9
Buxar,Ijrisiram,Rural,30.3,14.1,17.8,99.7,0.3
Buxar,Ijribudhan,Rural,0,0,4.3,95.7,0
Buxar,Hukaha,Rural,23.7,0.9,20.5,97.5,2.2
Buxar,Rahasi Chak,Rural,30.7,2.2,9.9,97.8,1.7
Buxar,Kudratipur,Rural,2.2,0,2.2,98.5,0
Buxar,Jarigawan,Rural,76.6,0.5,2.7,100,0
Buxar,Larai,Rural,36.8,11.8,7.9,97.4,0
Buxar,Korarawa,Rural,62.8,0,5.1,100,0
Buxar,Haripur,Rural,14.9,12.3,9.4,99.6,0.4
Buxar,Gobindapur,Rural,24.3,1.4,6.2,98.6,0
Buxar,Umarpur,Rural,100,0,0,100,0
Buxar,Misraulia,Rural,40.6,0.7,18.5,100,0
Buxar,Kamhariya,Rural,43.9,7.2,44.6,100,0
Buxar,Kamarpur,Rural,20.3,4.2,10.9,99.3,0.2
Buxar,Kiratpura,Rural,10.1,3.8,3.8,100,0
Buxar,Lachhmipur,Rural,35.4,1.4,13.5,99.1,0
Buxar,Baluwa,Rural,37.8,10,9.3,99.8,0.2
Buxar,Belahi,Rural,55,0,19.2,100,0
Buxar,Puliya,Rural,83.9,5.4,4.5,100,0
Buxar,Chhotka Nuawan,Rural,23.9,0.3,40.7,98.6,0.5
Buxar,Dubauli,Rural,0,0,25,93.8,0
Buxar,Gopnuawan,Rural,25.5,13.3,11.2,96.9,3.1
Buxar,Barka Nuawan,Rural,26.6,32.8,22.8,98.1,1.9
Buxar,Thora,Rural,53.4,8.9,35.1,100,0
Buxar,Bibiganj,Rural,50.8,94.4,73.8,54,0
Buxar,Panrepatti,Rural,59.8,59.4,50.1,96.2,3.3
Buxar,Misraulia,Rural,51,84.6,60.7,90.8,8.4
Buxar,Mathia Gurdas,Rural,0,0,54.9,100,0
Buxar,Lalganj,Rural,39.7,18.5,6.7,100,0
Buxar,Manauwar Chak,Rural,47.3,0,6.4,99.1,0
Buxar,Jaso,Rural,40.2,31.3,28.6,96.9,2.7
Buxar,Sohani Patti,Rural,73.5,86.2,74.9,89.2,9.4
Buxar,Niranjanpur,Rural,73.2,90.3,58.9,89.8,10.2
Buxar,Ahirauli,Rural,37.9,6.6,11.8,97.2,1
Buxar,Katkaulia,Rural,82.5,7.5,32.5,100,0
Buxar,Nadaon,Rural,37.1,14.3,16.6,99.3,0.5
Buxar,Sondhila,Rural,33,14.9,23.5,97.8,0.2
Buxar,Panditpur,Rural,28.9,0,14.5,91.2,0
Buxar,Jagdishpur,Rural,30.8,0.9,12.4,99,0
Buxar,Kulhariya,Rural,37.3,1.4,16.5,99,0
Buxar,Bhatauliya,Rural,24.3,1.3,4.6,96.4,0.8
Buxar,Parasiya,Rural,14.9,1.9,16.2,98.7,0
Buxar,Patelawa,Rural,3.5,15.8,15.8,94.7,0
Buxar,Harkishunpur,Rural,6.6,0.5,7.1,99.5,0.5
Buxar,Dalsagar,Rural,26.9,11.8,22.1,98.2,0.8
Buxar,Gogaura,Rural,7.6,0,3,100,0
Buxar,Tarapur,Rural,63.2,0,0,100,0
Buxar,Sahupara,Rural,4.5,0.5,4.1,99.1,0.9
Buxar,Parari,Rural,29.7,27.1,26.6,95.8,2.6
Buxar,Churamanpur,Rural,54,35.2,28.8,99.1,0.9
Buxar,Darappur,Rural,7.4,49.3,22.8,100,0
Buxar,Arjunpur,Rural,27.8,10.8,14.8,99.5,0.5
Buxar,Sherpur,Rural,11.9,7.5,19.4,99.3,0
Buxar,Balapur,Rural,17.3,10.6,27.9,96.2,1
Buxar,Tiwaripur,Rural,57.7,0,46.6,100,0
Buxar,Dubauli,Rural,20,0,0,100,0
Buxar,Gharaipur,Rural,100,0,0,100,0
Buxar,Dahiwar,Rural,45.8,1.7,29.6,98.8,0.3
Buxar,Garani,Rural,31.9,9.2,10.1,100,0
Buxar,Majharia,Rural,45.3,2.4,11.9,99.7,0
Buxar,Simra,Rural,0,0,25,100,0
Buxar,Khutaha,Rural,27.3,20,14.9,98.3,0.2
Buxar,Dudhar Chak,Rural,0,0,45.5,95.5,0
Buxar,Kharanti,Rural,1.8,0,0,100,0
Buxar,Ramubariya,Rural,44,6.5,24.5,88.5,6
Buxar,Paharpur,Rural,54.5,0,0,81.8,9.1
Buxar,Panrepur,Rural,33.3,0,3.8,100,0
Buxar,Upadhyapur,Rural,23.6,1.4,2.8,100,0
Buxar,Jagdara,Rural,61.9,0,3.6,71.4,0.6
Buxar,Parari,Rural,11,6.4,7.3,100,0
Buxar,Nat,Rural,30.4,1.3,8.4,99.3,0
Buxar,Umarpur Diara,Rural,43.3,0.3,3.7,100,0
Buxar,Mungraul,Rural,11.4,0,0,100,0
Buxar,Padumpur,Rural,0,0,0,100,0
Buxar,Misrauliya,Rural,29.1,0.7,8,98.6,0
Buxar,Rampur,Rural,60,15,5,100,0
Buxar,Sonbarsa,Rural,20.8,1.2,3.3,97,1.1
Buxar,Desarbuzurg,Rural,47.4,0,12.3,98.2,1.8
Buxar,Ammadarhi,Rural,54.3,43.4,17.8,99.2,0
Buxar,Kharka,Rural,0,0,0,100,0
Buxar,Marwa,Rural,10.2,0,0,98.3,0
Buxar,Kothia,Rural,11.6,2.7,7.7,96.9,0.8
Buxar,Belaur,Rural,20.5,12.7,16.4,98.4,1.6
Buxar,Baruna,Rural,18.8,1.3,5.7,98.8,0.5
Buxar,Basauli,Rural,16.4,0.2,1.8,98.8,0.2
Buxar,Boksa,Rural,17.7,0.8,7.7,99.4,0.2
Buxar,Mahdah,Rural,31.4,12.3,19.7,99.8,0.1
Buxar,Lachhmanpur,Rural,15.2,0,3,100,0
Buxar,Bhabhuar,Rural,70.9,0.7,3.5,100,0
Buxar,Nuaon,Rural,16.6,0,3.3,100,0
Buxar,Ramdiha,Rural,4.3,7.5,3.2,100,0
Buxar,Nidhua,Rural,18.9,0,7.4,95.4,0
Buxar,Panditpur,Rural,7.7,0,0,100,0
Buxar,Sagrampur,Rural,0,0,7.6,100,0
Buxar,Karauniyan,Rural,0,62.5,0,100,0
Buxar,Babhani,Rural,28.1,1.1,1.1,99.5,0
Buxar,Sarimpur (CT),Urban,36.5,53.3,31.6,96.7,2.9
Buxar,Sarimpur (CT) - Ward No.1,Urban,36.5,53.3,31.6,96.7,2.9
Buxar,Buxar (Nagar Parishad),Urban,55.8,80.7,61.2,84.6,12.6
Buxar,Buxar (Nagar Parishad) - Ward No.1,Urban,43.9,87.7,61.4,81.5,17.5
Buxar,Buxar (Nagar Parishad) - Ward No.2,Urban,58.5,93.8,81.7,82.2,12.7
Buxar,Buxar (Nagar Parishad) - Ward No.3,Urban,57.6,82.4,90.6,85.1,11.7
Buxar,Buxar (Nagar Parishad) - Ward No.4,Urban,44.3,64.5,54,80,16.5
Buxar,Buxar (Nagar Parishad) - Ward No.5,Urban,53.9,69.7,48.9,95.4,3.9
Buxar,Buxar (Nagar Parishad) - Ward No.6,Urban,36.5,66.4,40.6,91.6,6.4
Buxar,Buxar (Nagar Parishad) - Ward No.7,Urban,42,76.8,48.2,90.7,7.9
Buxar,Buxar (Nagar Parishad) - Ward No.8,Urban,45.1,73.3,38.9,90.1,9.9
Buxar,Buxar (Nagar Parishad) - Ward No.9,Urban,63.4,88.5,66.4,86.6,12.5
Buxar,Buxar (Nagar Parishad) - Ward No.10,Urban,35.5,83.8,66.1,56.5,36.9
Buxar,Buxar (Nagar Parishad) - Ward No.11,Urban,50.1,93.6,74.9,79.9,18.7
Buxar,Buxar (Nagar Parishad) - Ward No.12,Urban,51.7,75.6,55.8,53,15
Buxar,Buxar (Nagar Parishad) - Ward No.13,Urban,39.6,83.5,58.4,84.7,11.8
Buxar,Buxar (Nagar Parishad) - Ward No.14,Urban,54.4,89.6,67.7,88.7,10.6
Buxar,Buxar (Nagar Parishad) - Ward No.15,Urban,61.4,75.2,55.3,89,8.9
Buxar,Buxar (Nagar Parishad) - Ward No.16,Urban,62.2,70.4,58.7,90.3,8.1
Buxar,Buxar (Nagar Parishad) - Ward No.17,Urban,79.4,92.6,80.9,79.4,19.9
Buxar,Buxar (Nagar Parishad) - Ward No.18,Urban,78.8,97.9,86.5,61.1,31.1
Buxar,Buxar (Nagar Parishad) - Ward No.19,Urban,52.5,76.8,50.7,81.5,12
Buxar,Buxar (Nagar Parishad) - Ward No.20,Urban,42.1,86.5,63.8,88.8,11.2
Buxar,Buxar (Nagar Parishad) - Ward No.21,Urban,53.1,82.1,62.8,87.8,11.8
Buxar,Buxar (Nagar Parishad) - Ward No.22,Urban,48.7,85.9,65,93.5,6.5
Buxar,Buxar (Nagar Parishad) - Ward No.23,Urban,88.7,93.1,67.7,72.1,27.3
Buxar,Buxar (Nagar Parishad) - Ward No.24,Urban,70.6,88.2,70.4,87.6,10.5
Buxar,Buxar (Nagar Parishad) - Ward No.25,Urban,31.8,92.5,74.7,96.6,3.4
Buxar,Buxar (Nagar Parishad) - Ward No.26,Urban,53.9,90.2,67.3,82.5,16.1
Buxar,Buxar (Nagar Parishad) - Ward No.27,Urban,78.3,89.8,78.3,78.3,20.4
Buxar,Buxar (Nagar Parishad) - Ward No.28,Urban,81.9,70.5,42.8,85.3,12.1
Buxar,Buxar (Nagar Parishad) - Ward No.29,Urban,60.4,60.2,34.6,93,6.6
Buxar,Buxar (Nagar Parishad) - Ward No.30,Urban,53.2,82.6,59.7,93.9,5.1
Buxar,Buxar (Nagar Parishad) - Ward No.31,Urban,65.7,69.2,35.1,94.9,4.9
Buxar,Buxar (Nagar Parishad) - Ward No.32,Urban,55.8,84.2,57.9,84.7,11.3
Buxar,Buxar (Nagar Parishad) - Ward No.33,Urban,55.5,76.8,57.5,94.7,5
Buxar,Buxar (Nagar Parishad) - Ward No.34,Urban,55.2,67.7,56.6,89.2,10.8
Buxar,Sub-Dist - Chakki,Total,27.9,7.1,12.4,97.2,1.7
Buxar,Sub-Dist - Chakki,Rural,27.9,7.1,12.4,97.2,1.7
Buxar,Charkhi,Rural,19.5,2.7,6.8,93.9,3.8
Buxar,Arak,Rural,53.9,13.6,21.3,99,0.7
Buxar,Parsia,Rural,18.5,0.9,13.7,99.3,0.2
Buxar,Bhariar,Rural,32.2,0,4.8,99.8,0.2
Buxar,Chanda,Rural,16,22.3,26.6,98.7,1.3
Buxar,Bedauli,Rural,89.1,25,42.2,100,0
Buxar,Henwan,Rural,42.8,37,2.3,100,0
Buxar,Hemdapur,Rural,15.9,0,17.6,98.3,1.1
Buxar,Liladharpur,Rural,3.6,9.1,16.4,99.1,0.9
Buxar,Jawahir Diara  (Ditto),Rural,29.8,2.5,10.4,99.5,0
Buxar,Jawahi              (DItto),Rural,5.1,2.6,7.7,100,0
Buxar,Sub-Dist - Chaugain,Total,25.8,7.4,13.7,97.3,0.8
Buxar,Sub-Dist - Chaugain,Rural,25.8,7.4,13.7,97.3,0.8
Buxar,Nokhpura,Rural,23.2,12.1,7.8,82.3,0
Buxar,Reuntiya,Rural,1.1,3.3,5.6,100,0
Buxar,Birpur,Rural,8.8,0.4,8.4,99.6,0
Buxar,Belahri,Rural,42.6,0,14.9,100,0
Buxar,Chhotka Dih,Rural,21.7,0,9.4,100,0
Buxar,Nachap,Rural,32.3,0,22.8,99.7,0.3
Buxar,Puraina,Rural,72.5,0,1.2,100,0
Buxar,Dangauli,Rural,44.8,1.3,12.2,99.6,0
Buxar,Ojhabarawan,Rural,26.8,0.8,14.4,99.5,0.3
Buxar,Phaphdar,Rural,50.7,2.7,16.6,98.4,0.5
Buxar,Chaugain,Rural,23.8,13.1,18.2,98,0.9
Buxar,Masahariya,Rural,3.1,4.1,3.4,98.3,0
Buxar,Bhadi,Rural,34.4,0,17.2,100,0
Buxar,Mangpa,Rural,24.6,1.1,17.6,99.5,0.5
Buxar,Thari,Rural,16.4,0.7,11,99.3,0.7
Buxar,Panrepur,Rural,21.3,4.7,9.4,98.7,0
Buxar,Baida,Rural,13.2,32.2,16.7,93.1,0
Buxar,Murar,Rural,48.5,16.7,15.2,95.6,1.8
Buxar,Khewali,Rural,1.8,0,3.2,94.1,4.3
Buxar,Amsari,Rural,23.3,4.9,12.8,99.5,0.4
Buxar,Sub-Dist - Chausa,Total,28.8,12.5,15.2,98.6,0.5
Buxar,Sub-Dist - Chausa,Rural,28.8,12.5,15.2,98.6,0.5
Buxar,Sharifpur,Rural,100,0,20,100,0
Buxar,Nawagawan,Rural,11.4,23.6,9.8,100,0
Buxar,Sauwanbandh,Rural,93.9,3,18.2,100,0
Buxar,Dhundhani,Rural,45.7,2.2,0,100,0
Buxar,Jokahi,Rural,20.6,0,34.9,100,0
Buxar,Narbatpur,Rural,15.2,26.6,15.2,99,0.7
Buxar,Chausa,Rural,32.6,53.7,36.2,96.2,1.4
Buxar,Chundi,Rural,32.3,10.2,12.1,99.2,0.6
Buxar,kashipur,Rural,10.8,23.1,7.7,100,0
Buxar,Bechanpurwa,Rural,27.9,0,0,100,0
Buxar,Baghelwa,Rural,26.6,0.8,3.1,100,0
Buxar,Dharamagatpur,Rural,31.2,78.1,34.4,100,0
